,name,title,medium,year,size,sale,sold,estimate,artist,gender,nationality,birthday,hometown
2063,Moses Soyer,Male Dancer in Blue Tights and White Shirt,oil on canvas,Height 20 in.; Width 9.8 in. / Height 50.8 cm.; Width 24.8 cm.,Signed,"3,000 - 5,000 USD ?",,875 USD Premium ?,moses-soyer,male,American,1899,"Borisoglebsk, Voronezh Oblast, Russia"
2064,Ammi Phillips,A pair of portraits: Samuel Callender and Sarah Jane Howell,oil on canvas,Height 30 in.; Width 24 in. / Height 76.2 cm.; Width 61 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00430]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides","16,250 USD Premium ?",,,ammi-phillips,male,American,1788,"Colebrook, Connecticut"
2065,Attributed to Ammi Phillips,A Pair of Portraits: Judge Isaac Smith and Mrs. Phoebe Lewis Smith,oil on canvas,Height 33 in.; Width 26.5 in. / Height 83.8 cm.; Width 67.3 cm.,"Christie's New York: Friday, January 24, 2020 [Lot 00209]
Important American Furniture, Folk Art and Silver",Bought In,,,ammi-phillips,male,American,1788,"Colebrook, Connecticut"
2066,Thomas Sully,Portrait of William Rawle,oil on panel,1808,Height 29.3 in.; Width 24 in. / Height 74.3 cm.; Width 61 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00199]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides","6,250 USD Premium","10,000 - 15,000 USD ?",thomas-sully,male,American,1783,"Lincolnshire, United Kingdom"
2067,Joseph Whiting Stock,A Pair of Portraits of Mr. Philo Franklin Wilcox and Mrs. Orpha J. Wilcox,oil on canvas,1838,Height 30.3 in.; Width 25 in. / Height 76.8 cm.; Width 63.5 cm.,"10,000 - 20,000 USD ?",,"8,750 USD Premium ?",joseph-whiting-stock,male,,1815,
2068,Purvis Young,Horses in Register,paint on wood,1991,Height 96 in.; Width 34 in. / Height 243.8 cm.; Width 86.4 cm.,"7,000 - 10,000 USD ?",,"17,500 USD Premium ?",purvis-young,male,American,1943,"Miami, Florida"
2069,Purvis Young,Untitled (Angel with Three Figures),enamel on plywood and masonite,Height 42 in.; Width 37 in. / Height 106.7 cm.; Width 94 cm.,Signed,"3,000 - 5,000 USD ?",,"6,000 USD Premium ?",purvis-young,male,American,1943,"Miami, Florida"
2070,Purvis Young,Just Some Dudes,enamel on plywood with pieced plywood frame,Height 48 in.; Width 72 in. / Height 121.9 cm.; Width 182.9 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00085]
Outsider and Vernacular Art","6,875 USD Premium ?",,,purvis-young,male,American,1943,"Miami, Florida"
2071,Purvis Young,Crate Piece,"mixed media on paper, cardboard and plywood",1992,Height 41 in.; Width 48.3 in.; Depth 6.5 in. / Height 104.1 cm.; Width 122.6 cm.; Depth 16.5 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00029]
Outsider and Vernacular Art",Bought In,"5,000 - 10,000 USD ?",purvis-young,male,American,1943,"Miami, Florida"
2072,Purvis Young,Untitled (Cityscape with Syringes and Dancing Figures),enamel on repurposed print and frame,Height 45.5 in.; Width 30 in. / Height 115.6 cm.; Width 76.2 cm.,Signed,"2,000 - 4,000 USD ?",,"2,500 USD Premium ?",purvis-young,male,American,1943,"Miami, Florida"
2073,Purvis Young,Horses and Leaders,enamel on plywood,Height 48 in.; Width 96.5 in. / Height 121.9 cm.; Width 245.1 cm.,Signed,"7,000 - 10,000 USD ?",,"20,000 USD Premium ?",purvis-young,male,American,1943,"Miami, Florida"
2074,Purvis Young,People with Halos Above City,paint on repurposed wood,1973,Height 46 in.; Width 70 in. / Height 116.8 cm.; Width 177.8 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00017]
Outsider Art","43,750 USD Premium","10,000 - 20,000 USD ?",purvis-young,male,American,1943,"Miami, Florida"
2075,Purvis Young,Untitled (Three Saints with Needle),enamel on repurposed wood,Height 96 in.; Width 48 in. / Height 243.8 cm.; Width 121.9 cm.,"Christie's New York: Friday, January 17, 2020 [Lot 00030]
Outsider Art","22,500 USD Premium ?",,,purvis-young,male,American,1943,"Miami, Florida"
2076,Nellie Mae Rowe,Early Bird,acrylic on canvas,1981,Height 20 in.; Width 24 in. / Height 50.8 cm.; Width 61 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00025]
Outsider and Vernacular Art","7,500 USD Premium","4,000 - 8,000 USD ?",nellie-mae-rowe,,,,
2077,After Gilbert Stuart,George Washington,oil on panel,Height 28 in.; Width 23.3 in. / Height 71.1 cm.; Width 59.1 cm.,Inscribed,"8,000 - 12,000 USD ?",,"8,125 USD Premium ?",gilbert-stuart,male,American,1755,"North Kingston, RI, United States"
2078,Gilbert Stuart,"Portrait of Captain John Jervis, later Admiral Earl St. Vincent",oil on canvas,1782-1787,Height 30 in.; Width 25 in. / Height 76.2 cm.; Width 63.5 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00193]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides",Bought In,"40,000 - 60,000 USD ?",gilbert-stuart,male,American,1755,"North Kingston, RI, United States"
2079,Gilbert Stuart,Portrait of Counsellor John Dunn,oil on canvas laid down on panel,Circa 1798,Height 24 in.; Width 22.8 in. / Height 61 cm.; Width 57.8 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00182]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides",Bought In,"30,000 - 50,000 USD ?",gilbert-stuart,male,American,1755,"North Kingston, RI, United States"
2080,Gilbert Stuart,Portrait of a Woman,oil on canvas,Height 26.3 in.; Width 22.3 in. / Height 66.7 cm.; Width 56.5 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00200]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides","8,125 USD Premium ?",,,gilbert-stuart,male,American,1755,"North Kingston, RI, United States"
2081,Gilbert Stuart,George Washington,oil on canvas,1796-1803,Height 29.5 in.; Width 24 in. / Height 74.9 cm.; Width 61 cm.,"200,000 - 300,000 USD ?",,"975,000 USD Premium ?",gilbert-stuart,male,American,1755,"North Kingston, RI, United States"
2082,Raymond Materson,The Quality of Mercy,unraveled sock threads,1991,Height 4.6 in.; Width 4.3 in. / Height 11.8 cm.; Width 10.8 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00021]
Outsider and Vernacular Art","10,625 USD Premium","2,000 - 4,000 USD ?",raymond-materson,male,,,
2083,Raymond Materson,It's Over (Iraqi Surrender to Italian Cameraman),unraveled sock threads,1991,Height 2.9 in.; Width 2.3 in. / Height 7.3 cm.; Width 5.7 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00031]
Outsider and Vernacular Art","17,500 USD Premium","1,500 - 3,000 USD ?",raymond-materson,male,,,
2084,Raymond Materson,Pittsburgh Tavern,unraveled sock threads,1994,Height 2.9 in.; Width 2.3 in. / Height 7.3 cm.; Width 5.7 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00006]
Outsider and Vernacular Art","9,375 USD Premium","1,500 - 3,000 USD ?",raymond-materson,male,,,
2085,Eugene von Bruenchenhein,Marie,toned gelatin silver print,Circa 1940-1949,Height 9.3 in.; Width 7.3 in. / Height 23.5 cm.; Width 18.4 cm.,"3,000 - 5,000 USD ?",,"3,750 USD Premium ?",eugene-von-bruenchenhein,male,American,1910,"Marinette, WI, USA"
2086,Tony Fitzpatrick,"Triptych: White Bear, Pray Bird, Walkin Dog",mixed media on wood and slate,Height 8.5 in.; Width 6.3 in. / Height 21.6 cm.; Width 15.9 cm.,Inscribed,"3,000 - 5,000 USD ?",,"3,750 USD Premium ?",tony-fitzpatrick,male,American,1958,"Chicago, Illinois"
2087,Charles Peale Polk,George Washington,oil on fabric,Circa 1788,Height 23 in.; Width 19 in. / Height 58.4 cm.; Width 48.3 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00108]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides","268,750 USD Premium","200,000 - 300,000 USD ?",charles-peale-polk,male,American,1767,
2088,Attributed to Joseph Goodhue Chandler,Portrait of a Gentleman Seated in a Red Chair,oil on canvas,Height 30.3 in.; Width 25 in. / Height 76.8 cm.; Width 63.5 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00434]
In Praise of America: Important American Furniture, Folk Art, Silver, Prints and Broadsides","6,250 USD Premium ?",,,joseph-goodhue-chandler,,,,
2089,A.G. Rizzoli,Two Flat Building Marina District S.F. Office of O.A. Deichmann,graphite and colored pencil on board,1940,Height 18 in.; Width 10 in. / Height 45.7 cm.; Width 25.4 cm.,"Christie's New York: Thursday, January 21, 2021 [Lot 00076]
Outsider and Vernacular Art","3,000 USD Premium","2,000 - 4,000 USD ?",ag-rizzoli,,,,
2090,Ralph Eugene Cahoon Jr.,A Sailor and Mermaid,oil on masonite,Height 7.8 in.; Width 7.4 in. / Height 19.8 cm.; Width 18.8 cm.,"Signed, Inscribed","10,000 - 20,000 USD ?",,"27,500 USD Premium ?",ralph-eugene-cahoon-jr,male,American,1910,"Chatham, MA, United States"
2091,Ralph Eugene Cahoon Jr.,Port of Pleasure,oil on board,Height 20 in.; Width 33.3 in. / Height 50.8 cm.; Width 84.5 cm.,Signed,"30,000 - 50,000 USD ?",,"30,000 USD Premium ?",ralph-eugene-cahoon-jr,male,American,1910,"Chatham, MA, United States"
2092,Rudolf Bauer,"Third Symphony in 3 Movements, Triptych (left section)",oil on canvas,1930-1934,Height 51 in.; Width 60.9 in. / Height 129.5 cm.; Width 154.6 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00715]
Impressionist & Modern Art Day Sale","375,000 USD Premium","400,000 - 600,000 USD ?",rudolf-bauer,,,,
2093,Rudolf Bauer,Andante 3,tempera on board,Circa 1913-1917,Height 27.2 in.; Width 40.3 in. / Height 69 cm.; Width 102.3 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00720]
Impressionist & Modern Art Day Sale",Bought In,"400,000 - 600,000 USD ?",rudolf-bauer,,,,
2094,Salvador Dalí,Persistance de la mémoire,"oil, acrylic and Rolux collage on Rolux",1974,Height 18 in.; Width 15 in. / Height 45.6 cm.; Width 38.1 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00733]
Impressionist & Modern Art Day Sale","100,000 USD Premium","30,000 - 50,000 USD ?",salvador-dali,male,Spanish,1904,"Figueres, Spain"
2095,Salvador Dalí,Narcisse jeune endormi,oil on panel,1980,Height 47.4 in.; Width 47.4 in. / Height 120.5 cm.; Width 120.5 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00738]
Impressionist & Modern Art Day Sale",Bought In,"300,000 - 500,000 USD ?",salvador-dali,male,Spanish,1904,"Figueres, Spain"
2096,Lesser Ury,"Tiergartenstrasse, Berlin",pastel on board,Circa 1925,Height 13.8 in.; Width 19.7 in. / Height 35 cm.; Width 50 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00809]
Impressionist & Modern Art Day Sale","87,500 USD Premium","70,000 - 100,000 USD ?",lesser-ury,male,German,1861,"Międzychód, Poland"
2097,Herbert Bayer,Lonely Metropolitan,gelatin silver print,1932,Later Imp 1968,ed. 40,,,herbert-bayer,male,Austrian-American,1900,"Haag, Austria"
2098,Herbert Bayer,Metamorphosis,gelatin silver print,1968,Height 10.1 in.; Width 13.2 in. / Height 25.7 cm.; Width 33.6 cm.,"Inscribed, Stamped","5,000 - 7,000 USD",,herbert-bayer,male,Austrian-American,1900,"Haag, Austria"
2099,Herbert Bayer,Self-Portrait,gelatin silver print,1932,Later Imp 1968,9/40,,,herbert-bayer,male,Austrian-American,1900,"Haag, Austria"
2100,Karl Hofer,Mädchen am Fenster,oil on canvas,1943,Height 30.3 in.; Width 24 in. / Height 77 cm.; Width 61 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00817]
Impressionist & Modern Art Day Sale",Bought In,"100,000 - 150,000 USD ?",karl-hofer,male,German,1878,"Karlsruhe, Germany"
2101,Léopold Survage,Nature morte avec pêches,oil on board,1914,Height 17.9 in.; Width 13 in. / Height 45.5 cm.; Width 33 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00717]
Impressionist & Modern Art Day Sale",Bought In,"60,000 - 80,000 USD ?",leopold-survage,male,Russian-Danish,1879,"Vilmanstrand, Finland"
2102,Ernst Ludwig Kirchner,"Stilleben mit Möven, Mohn und Erdbeeren",oil on canvas,1912-1920,Height 38.7 in.; Width 30.1 in. / Height 98.2 cm.; Width 76.5 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00818]
Impressionist & Modern Art Day Sale",Bought In,"300,000 - 500,000 USD ?",ernst-ludwig-kirchner,male,German,1880,"Aschaffenburg, Germany"
2103,Le Corbusier,Composition pour sculpture Totem,oil on panel,1943,Height 16.1 in.; Width 10.9 in. / Height 41 cm.; Width 27.8 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00710]
Impressionist & Modern Art Day Sale","181,250 USD Premium","100,000 - 150,000 USD ?",le-corbusier,male,French-Swiss,1887,"La Chaux de Fonds, Switzerland"
2104,Blanche Hoschedé-Monet,Le jardin à Giverny,oil on canvas,1927,Height 28.7 in.; Width 36.2 in. / Height 73 cm.; Width 92 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00802]
Impressionist & Modern Art Day Sale","87,500 USD Premium","50,000 - 70,000 USD ?",blanche-hoschede-monet,female,French,1865,"Paris, France"
2105,Paul Jenkins,Phenomena Overcast,acrylic on canvas,1968,Height 35 in.; Width 72 in. / Height 88.9 cm.; Width 182.9 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00179]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","40,000 USD Premium","25,000 - 35,000 USD ?",paul-jenkins,male,American,1923,"Kansas City, United States"
2106,Paul Jenkins,Phenomena Warlock,acrylic on canvas,1963-1964,Height 72 in.; Width 48 in. / Height 182.9 cm.; Width 121.9 cm.,"Christie's New York: Thursday, March 5, 2020 [Lot 00091]
Post-War to Present","56,250 USD Premium","20,000 - 30,000 USD ?",paul-jenkins,male,American,1923,"Kansas City, United States"
2107,Paul Jenkins,Phenomena Lifting Off,acrylic on canvas,1972,Height 44 in.; Width 85 in. / Height 111.8 cm.; Width 215.9 cm.,"Christie's New York: Thursday, March 5, 2020 [Lot 00103]
Post-War to Present","40,000 USD Premium","25,000 - 35,000 USD ?",paul-jenkins,male,American,1923,"Kansas City, United States"
2108,Morris Louis,Number 20,magna on canvas,1962,Height 90 in.; Width 23 in. / Height 228.6 cm.; Width 58.4 cm.,"600,000 - 800,000 USD ?",,"625,000 USD Premium ?",morris-louis,male,American,1912,"Baltimore, United States"
2109,Per Kirkeby,Untitled,"oil, lacquer, oilstick, graphite and printed paper collage on Masonite",2012,Height 48.1 in.; Width 48.1 in. / Height 122.2 cm.; Width 122.2 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00264]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","87,500 USD Premium","40,000 - 60,000 USD ?",per-kirkeby,male,Danish,1938,"Copenhagen, Denmark"
2110,Per Kirkeby,Untitled,oil on canvas,1981,Height 51.4 in.; Width 78.7 in. / Height 130.5 cm.; Width 200 cm.,"100,000 - 150,000 USD ?",,"162,500 USD Premium ?",per-kirkeby,male,Danish,1938,"Copenhagen, Denmark"
2111,Ed Moses,Untitled (87.2),acrylic on canvas,1987,Height 78.1 in.; Width 66 in. / Height 198.4 cm.; Width 167.6 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00303]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel",Bought In,"20,000 - 30,000 USD ?",ed-moses,male,American,1926,"Long Beach, California"
2112,Ed Moses,Untitled,acrylic on canvas,1985-1986,Height 78 in.; Width 66.5 in. / Height 198.1 cm.; Width 168.9 cm.,"Christie's New York: Thursday, March 5, 2020 [Lot 00089]
Post-War to Present","35,000 USD Premium","20,000 - 30,000 USD ?",ed-moses,male,American,1926,"Long Beach, California"
2113,Ed Moses,Edge No. 16,acrylic on canvas,1995,Height 78 in.; Width 66 in. / Height 198.1 cm.; Width 167.6 cm.,"Christie's New York: Thursday, March 5, 2020 [Lot 00090]
Post-War to Present","47,500 USD Premium","18,000 - 25,000 USD ?",ed-moses,male,American,1926,"Long Beach, California"
2114,Nicole Eisenman,Duck Hunters,oil on canvas,2002,Height 42.5 in.; Width 48 in. / Height 108 cm.; Width 121.9 cm.,"180,000 - 250,000 USD ?",,"200,000 USD Premium ?",nicole-eisenman,female,American,1965,"Verdun, France"
2115,Kuno Gonschior,Landscape for Ulrike VIII,acrylic on linen,2002,Height 78.7 in.; Width 74.5 in. / Height 200 cm.; Width 189.2 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00496]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","35,000 USD Premium","15,000 - 20,000 USD ?",kuno-gonschior,male,German,1933,"Herne, Germany"
2116,Ad Reinhardt,"Red Painting, 1950","oil on canvas, in painted artist's frame",1950,Height 42.5 in.; Width 34.5 in. / Height 108 cm.; Width 87.6 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00103]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","1,050,000 USD Premium","700,000 - 1,000,000 USD ?",ad-reinhardt,male,American,1913,"Buffalo, New York"
2117,Vivian Springford,Untitled (VSF 347),acrylic on canvas,Circa 1975,Height 88.5 in.; Width 89.5 in. / Height 224.8 cm.; Width 227.3 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00237]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","100,000 USD Premium","60,000 - 80,000 USD ?",vivian-springford,female,American,1913,"Milwaukee, WI, USA"
2118,Vivian Springford,Untitled,acrylic on canvas,Circa 1970,Height 89.3 in.; Width 89.4 in. / Height 226.8 cm.; Width 227 cm.,"Christie's New York: Wednesday, October 7, 2020 [Lot 00407]
Post-War & Contemporary Art Day Sale","37,500 USD Premium","40,000 - 60,000 USD ?",vivian-springford,female,American,1913,"Milwaukee, WI, USA"
2119,Vivian Springford,Untitled,acrylic on canvas,1971,Height 50.2 in.; Width 49.3 in. / Height 127.6 cm.; Width 125.1 cm.,"40,000 - 60,000 USD ?",,"93,750 USD Premium ?",vivian-springford,female,American,1913,"Milwaukee, WI, USA"
2120,Ellen Gallagher,Wild Kingdom,oil and paper collage on canvas,1995,Height 84 in.; Width 72 in. / Height 213.4 cm.; Width 182.9 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00429]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel",Bought In,"200,000 - 300,000 USD ?",ellen-gallagher,female,American,1965,"Providence, Rhode Island"
2121,Vaughn Spann,I grew an extra head to watch over my brother (The Middle of Nowhere),polymer paint,2018,Height 60 in.; Width 60 in. / Height 152.4 cm.; Width 152.4 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00402]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","187,500 USD Premium","80,000 - 120,000 USD ?",vaughn-spann,male,American,1992,"Orlando, FL, United States"
2122,Robert Nava,Venom Ride,acrylic and spray paint on canvas,2018,Height 60.9 in.; Width 47.5 in. / Height 154.6 cm.; Width 120.7 cm.,"Christie's New York: Thursday, December 3, 2020 [Lot 00409]
Post-War & Contemporary Art Day Sale, Featuring The Collection of Morton and Barbara Mandel","100,000 USD Premium","50,000 - 70,000 USD ?",robert-nava,male,American,1985,"East Chicago, United States"
